dc,2012,2015
Agent_Colson,0.7000000000000001,0
Black_Widow,0.9,0.9333333333333333
Captain_America,0.8,0.9333333333333333
Eric_Selvic,0.30000000000000004,0.06666666666666667
Falcon,0,0.3333333333333333
Hawk_Eye,0.7000000000000001,0.8666666666666667
Helen_Cho,0,0.6666666666666666
Hulk,0.7000000000000001,0.8666666666666667
Iron_Man,0.9,0.8666666666666667
Laura_Barton,0,0.4666666666666667
Maria_Hill,0.7000000000000001,0.7333333333333333
Nick_Fury,0.9,0.4666666666666667
Pepper_Potts,0.2,0
Quick_Silver,0,0.7333333333333333
Scarlet_Witch,0,0.7333333333333333
Thor,0.8,0.8666666666666667
Vision,0,0.6666666666666666
War_Machine,0,0.7333333333333333
